writer_id,filepath
0332,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0332a.png
0332,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0332aa.png
0332,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0332b.png
0332,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0332bb.png
0332,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0332c.png
0332,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0332cc.png
0333,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0333a.png
0333,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0333b.png
0333,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0333c.png
0334,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0334a.png
0334,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0334aa.png
0334,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0334b.png
0334,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0334c.png
0335,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0335a.png
0335,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0335b.png
0335,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0335c.png
0336,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0336a.png
0336,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0336b.png
0336,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0336c.png
0337,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0337a.png
0337,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0337b.png
0337,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0337c.png
0338,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0338a.png
0338,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0338b.png
0338,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0338c.png
0339,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0339a.png
0339,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0339b.png
0339,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0339c.png
0340,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0340a.png
0340,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0340b.png
0340,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0340c.png
0341,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0341a.png
0341,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0341b.png
0341,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0341c.png
0342,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0342a.png
0342,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0342b.png
0342,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0342c.png
0343,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0343a.png
0343,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0343b.png
0343,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0343c.png
0344,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0344a.png
0344,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0344b.png
0344,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0344c.png
0344,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0344cc.png
0345,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0345a.png
0345,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0345aa.png
0345,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0345b.png
0345,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0345bb.png
0345,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0345c.png
0345,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0345cc.png
0346,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0346a.png
0346,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0346b.png
0346,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0346c.png
0347,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0347a.png
0347,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0347b.png
0347,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0347c.png
0348,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0348a.png
0348,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0348b.png
0348,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0348c.png
0349,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0349a.png
0349,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0349b.png
0349,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0349c.png
0350,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0350a.png
0350,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0350b.png
0350,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0350c.png
0351,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0351a.png
0351,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0351b.png
0351,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0351c.png
0352,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0352a.png
0352,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0352b.png
0352,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0352c.png
0353,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0353a.png
0353,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0353b.png
0353,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0353c.png
0354,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0354a.png
0354,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0354b.png
0354,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0354c.png
0355,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0355a.png
0355,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0355aa.png
0355,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0355b.png
0355,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0355bb.png
0355,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0355c.png
0355,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0355cc.png
0356,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0356a.png
0356,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0356b.png
0356,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0356c.png
0357,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0357a.png
0357,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0357b.png
0357,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0357c.png
0358,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0358a.png
0358,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0358b.png
0358,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0358c.png
0359,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0359a.png
0359,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0359b.png
0359,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0359c.png
0360,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0360a.png
0360,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0360b.png
0360,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0360c.png
0361,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0361a.png
0361,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0361b.png
0361,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0361c.png
0362,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0362a.png
0362,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0362b.png
0362,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0362c.png
0363,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0363a.png
0363,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0363b.png
0363,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0363c.png
0364,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0364a.png
0364,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0364b.png
0364,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0364c.png
0365,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0365a.png
0365,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0365b.png
0365,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0365c.png
0366,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0366a.png
0366,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0366b.png
0366,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0366c.png
0367,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0367a.png
0367,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0367b.png
0367,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0367c.png
0368,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0368a.png
0368,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0368b.png
0368,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0368c.png
0369,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0369a.png
0369,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0369b.png
0369,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0369c.png
0370,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0370a.png
0370,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0370b.png
0370,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0370c.png
0371,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0371a.png
0371,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0371b.png
0371,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0371c.png
0372,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0372a.png
0372,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0372b.png
0372,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0372c.png
0373,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0373a.png
0373,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0373aa.png
0373,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0373b.png
0373,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0373c.png
0374,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0374a.png
0374,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0374b.png
0374,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0374c.png
0375,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0375a.png
0375,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0375b.png
0375,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0375c.png
0376,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0376a.png
0376,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0376b.png
0376,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0376c.png
0377,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0377a.png
0377,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0377b.png
0377,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0377c.png
0378,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0378a.png
0378,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0378b.png
0378,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0378c.png
0379,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0379a.png
0379,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0379aa.png
0379,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0379b.png
0379,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0379c.png
0380,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0380a.png
0380,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0380b.png
0380,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0380c.png
0381,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0381a.png
0381,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0381b.png
0381,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0381c.png
0382,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0382a.png
0382,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0382aa.png
0382,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0382b.png
0382,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0382bb.png
0382,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0382c.png
0383,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0383a.png
0383,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0383aa.png
0383,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0383b.png
0383,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0383bb.png
0383,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0383c.png
0383,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0383cc.png
0384,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0384a.png
0384,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0384b.png
0384,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0384c.png
0385,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0385a.png
0385,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0385b.png
0385,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0385c.png
0386,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0386a.png
0386,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0386b.png
0386,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0386c.png
0387,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0387a.png
0387,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0387b.png
0387,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0387c.png
0388,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0388a.png
0388,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0388aa.png
0388,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0388b.png
0388,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0388bb.png
0388,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0388c.png
0388,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0388cc.png
0389,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0389a.png
0389,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0389b.png
0389,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0389c.png
0390,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0390a.png
0390,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0390aa.png
0390,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0390b.png
0390,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0390c.png
0391,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0391a.png
0391,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0391b.png
0391,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0391c.png
0392,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0392a.png
0392,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0392b.png
0392,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0392c.png
0393,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0393a.png
0393,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0393b.png
0393,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0393c.png
0394,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0394a.png
0394,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0394b.png
0394,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0394c.png
0395,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0395a.png
0395,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0395b.png
0395,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0395c.png
0396,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0396a.png
0396,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0396b.png
0396,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0396c.png
0397,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0397a.png
0397,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0397b.png
0397,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0397c.png
0398,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0398a.png
0398,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0398b.png
0398,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0398c.png
0399,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0399a.png
0399,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0399b.png
0399,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0399c.png
0400,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0400a.png
0400,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0400aa.png
0400,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0400b.png
0400,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0400c.png
0401,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0401a.png
0401,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0401b.png
0401,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0401c.png
0402,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0402a.png
0402,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0402b.png
0402,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0402c.png
0403,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0403a.png
0403,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0403b.png
0403,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0403c.png
0404,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0404a.png
0404,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0404aa.png
0404,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0404b.png
0404,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0404c.png
0405,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0405a.png
0405,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0405b.png
0405,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0405c.png
0406,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0406a.png
0406,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0406b.png
0406,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0406c.png
0407,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0407a.png
0407,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0407b.png
0407,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0407c.png
0408,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0408a.png
0408,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0408b.png
0408,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0408c.png
0409,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0409a.png
0409,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0409b.png
0409,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0409c.png
0410,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0410a.png
0410,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0410b.png
0410,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0410c.png
0411,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0411a.png
0411,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0411b.png
0411,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0411c.png
0412,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0412a.png
0412,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0412b.png
0412,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0412c.png
0413,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0413a.png
0413,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0413b.png
0413,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0413c.png
0414,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0414a.png
0414,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0414b.png
0414,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0414c.png
0415,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0415a.png
0415,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0415b.png
0415,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0415c.png
0416,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0416a.png
0416,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0416b.png
0416,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0416c.png
0417,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0417a.png
0417,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0417b.png
0417,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0417c.png
0418,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0418a.png
0418,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0418b.png
0418,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0418c.png
0419,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0419a.png
0419,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0419b.png
0419,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0419c.png
0420,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0420a.png
0420,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0420b.png
0420,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0420c.png
0421,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0421a.png
0421,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0421aa.png
0421,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0421b.png
0421,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0421bb.png
0421,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0421c.png
0421,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0421cc.png
0422,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0422a.png
0422,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0422b.png
0422,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0422c.png
0423,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0423a.png
0423,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0423b.png
0423,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0423c.png
0424,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0424a.png
0424,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0424b.png
0424,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0424c.png
0425,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0425a.png
0425,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0425b.png
0425,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0425c.png
0426,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0426a.png
0426,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0426b.png
0426,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0426c.png
0427,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0427a.png
0427,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0427b.png
0427,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0427c.png
0428,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0428a.png
0428,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0428b.png
0428,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0428c.png
0429,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0429a.png
0429,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0429b.png
0429,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0429c.png
0430,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0430a.png
0430,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0430aa.png
0430,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0430b.png
0430,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0430bb.png
0430,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0430c.png
0430,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0430cc.png
0431,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0431a.png
0431,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0431b.png
0431,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0431c.png
0432,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0432a.png
0432,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0432b.png
0432,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0432c.png
0433,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0433a.png
0433,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0433b.png
0433,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0433c.png
0434,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0434a.png
0434,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0434b.png
0434,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0434c.png
0435,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0435a.png
0435,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0435b.png
0435,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0435c.png
0436,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0436a.png
0436,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0436b.png
0436,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0436c.png
0437,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0437a.png
0437,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0437b.png
0437,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0437c.png
0437,C:\Users\vvrao\PycharmProjects\Handwriting-Verification\data\0437cc.png
